[2026-08-06 13:42:59.131] [INFO   ] [JuggManagerCreator] Start Init Jugg by embedded on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-06 13:42:59.196] [FINE   ] [JuggServer] check update response: [200] {"latestVersion":"3.2.2-release","isNeedUpgrade":false,"downloadUrl":"https://jugg.sickworm.com/download_page","templateList":[],"notification":null,"customConfigJson":{"servers":null,"buildFileList":[],"buildFileRules":[],"dontFilterIgnoredFileRules":[],"moduleCustomConfigs":[],"customCompilers":null}}
[2026-08-06 13:42:59.197] [FINE   ] [CheckUpdateHandler] Check update result: VersionData(latestVersion=3.2.2-release, isNeedUpgrade=false, downloadUrl=https://jugg.sickworm.com/download_page, templateList=[], notification=null, customConfigJson=ProjectCustomConfig(servers=null, buildFileList=[], buildFileRules=[], dontFilterIgnoredFileRules=[], moduleCustomConfigs=[], customCompilers=null, embeddedApksSearchRules=null))
[2026-08-06 13:42:59.198] [FINE   ] [CustomConfigManager] No need to update default custom config.
[2026-08-06 13:42:59.198] [FINE   ] [JuggHotUpdateDownloader] notifyHotUpdateIfNeeded false
[2026-08-06 13:42:59.199] [FINE   ] [JuggHotUpdateDownloader] notifyInstallUpdateIfNeeded false
[2026-08-06 13:42:59.272] [FINE   ] [JuggManager] job <Init project info> waiting for TaskRunnerManager lock, thread=ApplicationImpl pooled thread 9
[2026-08-06 13:42:59.272] [FINE   ] [JuggManager] job <Init project info> acquired TaskRunnerManager lock, waitCost=0ms
[2026-08-06 13:42:59.272] [FINE   ] [JuggManager] job <Init project info> start
[2026-08-06 13:42:59.272] [FINE   ] [JuggManager] Start recover deploy context
[2026-08-06 13:42:59.284] [FINE   ] [DeployHistoryManager] tryGetContextRecoverInfoFromDb recover feature is available
[2026-08-06 13:42:59.284] [FINE   ] [DeployHistoryManager] getChangedFilesSinceLastFullCompiled isOnInit true
[2026-08-06 13:42:59.287] [INFO   ] [DeployHistoryManager] Project has not been commit yet, fullCompileGitCommitHash is null, need full compile first.
[2026-08-06 13:42:59.287] [FINE   ] [DeployHistoryManager] No compile context db found
[2026-08-06 13:42:59.288] [FINE   ] [DeployHistoryManager] tryGetContextRecoverInfoFromDb, changedFiles: null, cost: 3ms; compileContextInfo: null, cost: 1ms; deployedFiles: null,  cost: 0ms.
[2026-08-06 13:42:59.288] [FINE   ] [DeployHistoryManager] getChangedFilesSinceLastFullCompiled failed, return null
[2026-08-06 13:42:59.288] [FINE   ] [JuggManager] Can not recover from deploy history, please run gradle compile first
[2026-08-06 13:42:59.288] [FINE   ] [JuggManager] job <Init project info> finished, cost 16ms
[2026-08-06 13:43:02.016] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-06 13:43:04.142] [FINE   ] [JuggServerChooser] wormchen-any1.devcloud.woa.com is not reachable
[2026-08-06 13:43:04.142] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)
[2026-08-06 13:43:04.142] [FINE   ] [JuggServerChooser] Choose server http://sickworm.com:12305 for no check condition.
[2026-08-06 13:43:04.142] [FINE   ] [JuggServerChooser] No need update server, still use http://sickworm.com:12305
[2026-08-06 13:43:04.144] [FINE   ] [JuggServerChooser] wormchen-any1.devcloud.woa.com is not reachable
[2026-08-06 13:43:04.144] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)
[2026-08-06 13:43:04.144] [FINE   ] [JuggServerChooser] Choose server http://sickworm.com:12305 for no check condition.
[2026-08-06 13:43:04.144] [FINE   ] [JuggServerChooser] No need update server, still use http://sickworm.com:12305
[2026-08-06 13:43:06.306] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-06 13:43:09.148] [FINE   ] [JuggManager] background job <Auto update Jugg CLI> start
[2026-08-06 13:43:09.149] [FINE   ] [JuggCliAutoUpdater] Already auto-update check
[2026-08-06 13:43:09.149] [FINE   ] [JuggManager] background job <Auto update Jugg CLI> finished, cost 0ms
[2026-08-06 13:43:16.027] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-06 13:43:48.007] [INFO   ] [JuggManagerCreator] Release Jugg on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-06 13:43:48.008] [FINE   ] [JuggManager] project /Users/radar/Downloads/gitlab127001/bayshier dispose
