[2026-08-04 15:57:43.168] [INFO   ] [JuggManagerCreator] Start Init Jugg by embedded on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-04 15:57:43.314] [FINE   ] [JuggManager] Start recover deploy context
[2026-08-04 15:57:43.319] [FINE   ] [DeployHistoryManager] tryGetContextRecoverInfoFromDb recover feature is available
[2026-08-04 15:57:43.319] [FINE   ] [DeployHistoryManager] getChangedFilesSinceLastFullCompiled isOnInit true
[2026-08-04 15:57:43.322] [INFO   ] [DeployHistoryManager] Project has not been commit yet, fullCompileGitCommitHash is null, need full compile first.
[2026-08-04 15:57:43.323] [FINE   ] [DeployHistoryManager] No compile context db found
[2026-08-04 15:57:43.323] [FINE   ] [DeployHistoryManager] tryGetContextRecoverInfoFromDb, changedFiles: null, cost: 4ms; compileContextInfo: null, cost: 0ms; deployedFiles: null,  cost: 0ms.
[2026-08-04 15:57:43.323] [FINE   ] [DeployHistoryManager] getChangedFilesSinceLastFullCompiled failed, return null
[2026-08-04 15:57:43.323] [FINE   ] [JuggManager] Can not recover from deploy history, please run gradle compile first
[2026-08-04 15:57:43.323] [FINE   ] [JuggManager] job <Init project info> finished, cost 9ms
[2026-08-04 15:57:43.374] [FINE   ] [JuggServer] report Init project info response: [200] 2361862
[2026-08-04 15:57:46.084] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-04 15:57:48.229] [FINE   ] [JuggServerChooser] wormchen-any1.devcloud.woa.com is not reachable
[2026-08-04 15:57:48.229] [FINE   ] [JuggServerChooser] wormchen-any1.devcloud.woa.com is not reachable
[2026-08-04 15:57:48.230] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)
[2026-08-04 15:57:48.230] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)
[2026-08-04 15:57:48.230] [FINE   ] [JuggServerChooser] Choose server http://sickworm.com:12305 for no check condition.
[2026-08-04 15:57:48.230] [FINE   ] [JuggServerChooser] Choose server http://sickworm.com:12305 for no check condition.
[2026-08-04 15:57:48.230] [FINE   ] [JuggServerChooser] No need update server, still use http://sickworm.com:12305
[2026-08-04 15:57:48.230] [FINE   ] [JuggServerChooser] No need update server, still use http://sickworm.com:12305
[2026-08-04 15:57:50.960] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-04 15:57:53.188] [FINE   ] [JuggManager] background job <Auto update Jugg CLI> start
[2026-08-04 15:57:53.189] [FINE   ] [JuggCliAutoUpdater] Already auto-update check
[2026-08-04 15:57:53.189] [FINE   ] [JuggManager] background job <Auto update Jugg CLI> finished, cost 1ms
[2026-08-04 15:57:59.534] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-04 15:59:38.239] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate: HotUpdateData(isNeedUpdate=false, targetVersion=, updateInfo=null, jarFileInfos=[], isNeedReinstall=false)
[2026-08-04 15:59:41.056] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate: HotUpdateData(isNeedUpdate=false, targetVersion=, updateInfo=null, jarFileInfos=[], isNeedReinstall=false)
[2026-08-04 15:59:43.184] [FINE   ] [JuggManager] background job <Cleanup mcp fetch cache> start
[2026-08-04 15:59:43.185] [FINE   ] [McpFetchCleaner] skip mcp_fetch cleanup because /Users/radar/Downloads/gitlab127001/bayshier/build/jugg/mcp_fetch does not exist
[2026-08-04 15:59:43.186] [FINE   ] [JuggManager] background job <Cleanup mcp fetch cache> finished, cost 0ms
[2026-08-04 15:59:43.288] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate
[2026-08-04 15:59:43.310] [FINE   ] [JuggServer] checkHotUpdate response: [200] {"isNeedUpdate":false,"isNeedReinstall":false,"targetVersion":"","updateInfo":null,"jarFileInfos":[]}
[2026-08-04 15:59:43.312] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate: HotUpdateData(isNeedUpdate=false, targetVersion=, updateInfo=null, jarFileInfos=[], isNeedReinstall=false)
[2026-08-04 15:59:46.189] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate: HotUpdateData(isNeedUpdate=false, targetVersion=, updateInfo=null, jarFileInfos=[], isNeedReinstall=false)
[2026-08-04 15:59:51.101] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate: HotUpdateData(isNeedUpdate=false, targetVersion=, updateInfo=null, jarFileInfos=[], isNeedReinstall=false)
[2026-08-04 15:59:59.658] [FINE   ] [JuggHotUpdateDownloader] checkHotUpdate: HotUpdateData(isNeedUpdate=false, targetVersion=, updateInfo=null, jarFileInfos=[], isNeedReinstall=false)
[2026-08-04 16:04:54.810] [INFO   ] [JuggManagerCreator] Release Jugg on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-04 16:04:54.810] [FINE   ] [JuggManager] project /Users/radar/Downloads/gitlab127001/bayshier dispose
