[2026-08-05 09:18:55.307] [INFO   ] [JuggManagerCreator] Start Init Jugg by embedded on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-05 09:18:55.318] [FINE   ] [ProjectInfoReader] Idea JVM version: [25, 0, 2]
[2026-08-05 09:18:55.318] [FINE   ] [JuggServerChooser] Update server rules: [ServerRule(url=http://wormchen-any1.devcloud.woa.com:12305, checkReachableHost=wormchen-any1.devcloud.woa.com), ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)]
[2026-08-05 09:18:55.318] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://wormchen-any1.devcloud.woa.com:12305, checkReachableHost=wormchen-any1.devcloud.woa.com)
[2026-08-05 09:18:55.318] [FINE   ] [ProjectInfoReader] gradleDistributionUrl: [file not found]
[2026-08-05 09:18:55.319] [FINE   ] [ProjectInfoReader] systemPath: /Users/radar/Library/Caches/Google/AndroidStudio2026.1.3
[2026-08-05 09:18:55.319] [FINE   ] [ProjectInfoReader] device MIN API: 26
[2026-08-05 09:18:55.319] [FINE   ] [ProjectInfoReader] printProjectInfo cost: 1 ms
[2026-08-05 09:18:55.319] [FINE   ] [DeployHistoryManager] checkProjectDirChanged, historyProjectDir: /Users/radar/Downloads/gitlab127001/bayshier, realProjectDir: /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-05 09:18:55.319] [FINE   ] [DeployHistoryManager] Project dir is not changed, continue to recover from deploy history later
[2026-08-05 09:18:55.319] [INFO   ] [JuggManager] Start jugg finished.
[2026-08-05 09:18:55.319] [FINE   ] [JuggManager] Checking updates...
[2026-08-05 09:18:55.319] [FINE   ] [JuggManager] job <Init Jugg> finished, cost 4ms
[2026-08-05 09:18:55.319] [FINE   ] [JuggManager] JuggDeploymentService.preInit, cost 0ms
[2026-08-05 09:18:55.442] [FINE   ] [JuggServer] check update response: [200] {"latestVersion":"3.2.2-release","isNeedUpgrade":false,"downloadUrl":"https://jugg.sickworm.com/download_page","templateList":[],"notification":null,"customConfigJson":{"servers":null,"buildFileList":[],"buildFileRules":[],"dontFilterIgnoredFileRules":[],"moduleCustomConfigs":[],"customCompilers":null}}
[2026-08-05 09:18:55.443] [FINE   ] [CheckUpdateHandler] Check update result: VersionData(latestVersion=3.2.2-release, isNeedUpgrade=false, downloadUrl=https://jugg.sickworm.com/download_page, templateList=[], notification=null, customConfigJson=ProjectCustomConfig(servers=null, buildFileList=[], buildFileRules=[], dontFilterIgnoredFileRules=[], moduleCustomConfigs=[], customCompilers=null, embeddedApksSearchRules=null))
[2026-08-05 09:18:55.447] [FINE   ] [CustomConfigManager] No need to update default custom config.
[2026-08-05 09:18:55.448] [FINE   ] [JuggHotUpdateDownloader] notifyHotUpdateIfNeeded false
[2026-08-05 09:18:55.448] [FINE   ] [JuggHotUpdateDownloader] notifyInstallUpdateIfNeeded false
[2026-08-05 09:18:55.467] [FINE   ] [JuggServer] report Init Jugg response: [200] 2366178
[2026-08-05 09:18:55.469] [FINE   ] [JuggManager] job <Init project info> waiting for TaskRunnerManager lock, thread=ApplicationImpl pooled thread 9
[2026-08-05 09:18:55.469] [FINE   ] [JuggManager] job <Init project info> acquired TaskRunnerManager lock, waitCost=1ms
[2026-08-05 09:18:55.469] [FINE   ] [JuggManager] job <Init project info> start
[2026-08-05 09:18:55.469] [FINE   ] [JuggManager] Start recover deploy context
[2026-08-05 09:18:55.476] [FINE   ] [DeployHistoryManager] tryGetContextRecoverInfoFromDb recover feature is available
[2026-08-05 09:18:55.476] [FINE   ] [DeployHistoryManager] getChangedFilesSinceLastFullCompiled isOnInit true
[2026-08-05 09:18:55.479] [INFO   ] [DeployHistoryManager] Project has not been commit yet, fullCompileGitCommitHash is null, need full compile first.
[2026-08-05 09:18:55.480] [FINE   ] [DeployHistoryManager] No compile context db found
[2026-08-05 09:18:55.480] [FINE   ] [DeployHistoryManager] tryGetContextRecoverInfoFromDb, changedFiles: null, cost: 4ms; compileContextInfo: null, cost: 0ms; deployedFiles: null,  cost: 0ms.
[2026-08-05 09:18:55.480] [FINE   ] [DeployHistoryManager] getChangedFilesSinceLastFullCompiled failed, return null
[2026-08-05 09:18:55.480] [FINE   ] [JuggManager] Can not recover from deploy history, please run gradle compile first
[2026-08-05 09:18:55.480] [FINE   ] [JuggManager] job <Init project info> finished, cost 11ms
[2026-08-05 09:18:55.532] [FINE   ] [JuggServer] report Init project info response: [200] 2366179
[2026-08-05 09:18:57.952] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-05 09:19:00.316] [FINE   ] [JuggServerChooser] wormchen-any1.devcloud.woa.com is not reachable
[2026-08-05 09:19:00.317] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)
[2026-08-05 09:19:00.317] [FINE   ] [JuggServerChooser] Choose server http://sickworm.com:12305 for no check condition.
[2026-08-05 09:19:00.317] [FINE   ] [JuggServerChooser] No need update server, still use http://sickworm.com:12305
[2026-08-05 09:19:00.330] [FINE   ] [JuggServerChooser] wormchen-any1.devcloud.woa.com is not reachable
[2026-08-05 09:19:00.330] [FINE   ] [JuggServerChooser] Check server rule: ServerRule(url=http://sickworm.com:12305, checkReachableHost=null)
[2026-08-05 09:19:00.330] [FINE   ] [JuggServerChooser] Choose server http://sickworm.com:12305 for no check condition.
[2026-08-05 09:19:00.330] [FINE   ] [JuggServerChooser] No need update server, still use http://sickworm.com:12305
[2026-08-05 09:19:00.769] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-05 09:19:05.339] [FINE   ] [JuggManager] background job <Auto update Jugg CLI> start
[2026-08-05 09:19:05.339] [FINE   ] [JuggCliAutoUpdater] Already auto-update check
[2026-08-05 09:19:05.339] [FINE   ] [JuggManager] background job <Auto update Jugg CLI> finished, cost 0ms
[2026-08-05 09:19:06.410] [FINE   ] [McpLocalServer] start: Server is already running
[2026-08-05 09:19:33.017] [INFO   ] [JuggManagerCreator] Release Jugg on /Users/radar/Downloads/gitlab127001/bayshier
[2026-08-05 09:19:33.018] [FINE   ] [JuggManager] project /Users/radar/Downloads/gitlab127001/bayshier dispose
